keyword,totalCount,totalPledgeCount,totalCandidateCount,electedCount,electedPledgeCount,electedCandidateCount,electedCountPerCandidate,nonElectedCount,nonElectedPledgeCount,nonElectedCandidateCount,nonElectedCountPerCandidate,perCandidateDifference,moreObservedIn
tf 출범,6,6,2,0,0,0,0,6,6,2,0.0152,-0.0152,non-elected
관광 프로그램,10,10,10,6,6,6,0.0247,4,4,4,0.0101,0.0146,elected
교육 때문,10,10,10,6,6,6,0.0247,4,4,4,0.0101,0.0146,elected
등과 연계한,10,10,7,6,6,3,0.0247,4,4,4,0.0101,0.0146,elected
문화 확산,10,10,10,6,6,6,0.0247,4,4,4,0.0101,0.0146,elected
사람 모이고,10,10,9,6,6,5,0.0247,4,4,4,0.0101,0.0146,elected
세계적 수준,10,10,10,6,6,6,0.0247,4,4,4,0.0101,0.0146,elected
이동시간 단축,10,10,10,6,6,6,0.0247,4,4,4,0.0101,0.0146,elected
일자리 발굴,10,10,10,6,6,6,0.0247,4,4,4,0.0101,0.0146,elected
철도 지하화,10,10,10,6,6,6,0.0247,4,4,4,0.0101,0.0146,elected
산업 일자리,11,11,10,2,2,2,0.0082,9,9,8,0.0227,-0.0145,non-elected
협동조합 설립,11,11,10,2,2,2,0.0082,9,9,8,0.0227,-0.0145,non-elected
물류 관광,18,18,18,9,9,9,0.037,9,9,9,0.0227,0.0143,elected
어르신 돌봄,18,18,18,9,9,9,0.037,9,9,9,0.0227,0.0143,elected
창업 공간,18,18,15,9,9,8,0.037,9,9,7,0.0227,0.0143,elected
관광 상권,16,16,13,4,4,4,0.0165,12,12,9,0.0303,-0.0138,non-elected
앵커 기업,16,16,16,4,4,4,0.0165,12,12,12,0.0303,-0.0138,non-elected
기회발전특구 지정,13,13,13,7,7,7,0.0288,6,6,6,0.0152,0.0136,elected
문화 거점,13,13,13,7,7,7,0.0288,6,6,6,0.0152,0.0136,elected
복지 안전망,13,13,12,7,7,6,0.0288,6,6,6,0.0152,0.0136,elected
산업 주거,13,13,13,7,7,7,0.0288,6,6,6,0.0152,0.0136,elected
생태 문화,13,13,13,7,7,7,0.0288,6,6,6,0.0152,0.0136,elected
축제 개최,13,13,13,7,7,7,0.0288,6,6,6,0.0152,0.0136,elected
패러다임 전환,13,13,12,7,7,7,0.0288,6,6,5,0.0152,0.0136,elected
기업 유치,184,184,166,72,72,65,0.2963,112,112,101,0.2828,0.0135,elected
관광 인프라,71,71,69,25,25,25,0.1029,46,46,44,0.1162,-0.0133,non-elected
에너지 자립,21,21,20,6,6,5,0.0247,15,15,15,0.0379,-0.0132,non-elected
관광 소비,13,13,13,3,3,3,0.0123,10,10,10,0.0253,-0.013,non-elected
어린이집 유치원,13,13,13,3,3,3,0.0123,10,10,10,0.0253,-0.013,non-elected
교통 교육,8,8,8,5,5,5,0.0206,3,3,3,0.0076,0.013,elected
모델 개발,8,8,7,5,5,4,0.0206,3,3,3,0.0076,0.013,elected
무장애 보행,8,8,8,5,5,5,0.0206,3,3,3,0.0076,0.013,elected
물류 인프라,8,8,8,5,5,5,0.0206,3,3,3,0.0076,0.013,elected
산업 대전환,8,8,8,5,5,5,0.0206,3,3,3,0.0076,0.013,elected
안전 시스템,8,8,8,5,5,5,0.0206,3,3,3,0.0076,0.013,elected
영세 소상공인,8,8,8,5,5,5,0.0206,3,3,3,0.0076,0.013,elected
장애인 가족,8,8,8,5,5,5,0.0206,3,3,3,0.0076,0.013,elected
좋은 만들기,8,8,8,5,5,5,0.0206,3,3,3,0.0076,0.013,elected
창업 인큐베이팅,8,8,8,5,5,5,0.0206,3,3,3,0.0076,0.013,elected
체계적 관리,8,8,8,5,5,5,0.0206,3,3,3,0.0076,0.013,elected
환승 거점,8,8,8,5,5,5,0.0206,3,3,3,0.0076,0.013,elected
흩어져 있는,8,8,8,5,5,5,0.0206,3,3,3,0.0076,0.013,elected
관광 자원,16,16,15,8,8,7,0.0329,8,8,8,0.0202,0.0127,elected
노후 주거지,16,16,16,8,8,8,0.0329,8,8,8,0.0202,0.0127,elected
문화 향유,16,16,16,8,8,8,0.0329,8,8,8,0.0202,0.0127,elected
청년 어르신,16,16,16,8,8,8,0.0329,8,8,8,0.0202,0.0127,elected
건축 교통,6,6,6,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
공급 주거,6,6,6,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
관광 시설,6,6,6,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
구조 만들어,6,6,6,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
규제 합리화,6,6,5,0,0,0,0,5,5,4,0.0126,-0.0126,non-elected
도로 인프라,6,6,6,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
문화 휴식,6,6,6,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
미디어 파사드,6,6,6,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
방치된 빈집,6,6,6,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
새로운 성장 동력,6,6,6,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
스토리 있는,6,6,6,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
에너지 비용,6,6,6,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
유통 관광,6,6,6,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
의료 주거,6,6,6,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
인프라 착공,6,6,6,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
있는 시스템,6,6,6,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
있는 행정,6,6,6,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
저출생 대응,6,6,6,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
제조 산업,6,6,6,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
참여 행정,6,6,6,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
청년 ai,6,6,6,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
페스티벌 개최,6,6,6,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
확인할 있는,6,6,4,0,0,0,0,5,5,3,0.0126,-0.0126,non-elected
힐링 관광,6,6,6,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
가능 후보자,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
각종 개별법,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
감사한 일에 대하여서,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
건의서 제출,5,5,5,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
결정 사업별 투자계획,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
경제 재도약,5,5,5,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
공론화위원회 확정,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
공정 투명한,5,5,5,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
광역 충남 자치단체,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
교부세 증가,5,5,2,0,0,0,0,5,5,2,0.0126,-0.0126,non-elected
교부율 인상 등으,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
국비사업 유치,5,5,2,0,0,0,0,5,5,2,0.0126,-0.0126,non-elected
국회의원 소통 협력,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
국ᆞ도ᆞ시 협의진행,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
글씨색 선택 가능,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
글씨체 글씨색,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
단계적시행 협의체,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
단체장 직접,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
대하여서 온전하게,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
돌봄 노동,5,5,5,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
동반되어 져야,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
매년 본예산,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
민간투자 세부추진계획 규모,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
민자유치 현실적,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
발전 프로젝트,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
법률 행정,5,5,5,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
보조금 민간,5,5,3,0,0,0,0,5,5,3,0.0126,-0.0126,non-elected
사업명 추정사업비,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
사업별 연동계획,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
사업별 지자체 유사,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
산업 투자,5,5,4,0,0,0,0,5,5,4,0.0126,-0.0126,non-elected
삼성전자 sk하이닉스,5,5,5,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
상임위 국회의원,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
생활 온전한,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
성공사례 벤치마킹,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
세부추진계획 규모 확정,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
시스템 구축비,5,5,5,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
신규사업 관계,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
실시계획 인가,5,5,4,0,0,0,0,5,5,4,0.0126,-0.0126,non-elected
십일조 감사한,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
아레나 건립,5,5,5,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
어르신 안심,5,5,5,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
연차 투자 지방소멸대응기금,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
예결위 소관 상임위,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
완전 공영제,5,5,5,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
인상 등으 확충한,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
일회성 행사,5,5,5,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
자치단체 여건,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
재정안정화기금 투입,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
전략 결정 사업별,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
주말 돌봄,5,5,5,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
중앙정부와 긴밀한 협조,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
지방교부세 교부율,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
지속 최우선 중장기,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
지자체 유사 성공사례,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
지출 효율적,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
질을 높이겠습니다,5,5,5,0,0,0,0,5,5,5,0.0126,-0.0126,non-elected
취임즉시 지속,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
취임직후 순차적,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
커지고 있음,5,5,4,0,0,0,0,5,5,4,0.0126,-0.0126,non-elected
투자 유치 필요시,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
프로젝트 핵심 비전,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
필요시 제개정,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
필요한 도표,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
현황조사 사업시행,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
협의후 시행함,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
확충한 지방재정,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
후보자 사진 홍보,5,5,1,0,0,0,0,5,5,1,0.0126,-0.0126,non-elected
노인 일자리,24,24,24,11,11,11,0.0453,13,13,13,0.0328,0.0125,elected
창출 지역경제,24,24,24,11,11,11,0.0453,13,13,13,0.0328,0.0125,elected
행정 혁신,24,24,23,11,11,11,0.0453,13,13,12,0.0328,0.0125,elected
건축공사 착공,4,4,3,3,3,2,0.0123,0,0,0,0,0.0123,elected
고도제한 완화,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
고속 건설계획,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
공공기관 투자 민간투자,4,4,3,3,3,2,0.0123,0,0,0,0,0.0123,elected
교육 센터,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
교통 대책,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
귀농귀촌 정착,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
기본사회 모델,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
기업 집적,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
기업 mou 체결,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
녹지 공간,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
농기계 임대 서비스,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
농어업인 수당,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
대상 수요조사,4,4,2,3,3,1,0.0123,0,0,0,0,0.0123,elected
든든한 복지,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
등록금 전액,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
문화 의료,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
문화콘텐츠 산업,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
미래농업 육성,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
민간투자 공공 민간,4,4,2,3,3,1,0.0123,0,0,0,0,0.0123,elected
민원 시스템,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
보건 의료,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
보편적 복지,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
부지 ai,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
산림 관광,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
산업통상자원부 과학기술정보통신부,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
생태적 가치,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
생활 안정 지역경제,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
설계할 있는,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
소아 산부인,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
소아청소년 진료,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
수변 녹지,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
수익 기금화,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
스마트 농업 기술,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
스마트 농업 확산,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
스마트 시스템 도입,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
스포츠대회 유치,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
시니어 친화형 국민체육센터,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
시스템 개발,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
신속한 재건축,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
안전 ai,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
어르신 여가,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
연구 창업,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
연동 시스템,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
이동 돌봄,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
인건비 절감,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
일상 안전,4,4,3,3,3,2,0.0123,0,0,0,0,0.0123,elected
일자리 지속,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
있는 도시개발,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
자연 친화적,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
재취업 교육,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
전담 공무원,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
전략적 파트너십,4,4,3,3,3,2,0.0123,0,0,0,0,0.0123,elected
전지훈련팀 유치,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
주거 안심,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
주거 업무,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
주민자치 마을공동체,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
지역균형 발전,4,4,3,3,3,2,0.0123,0,0,0,0,0.0123,elected
창업 육성,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
창업 인프라,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
창업 투자,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
창의적 인재,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
청년 귀농인,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
초기 자본금,4,4,3,3,3,2,0.0123,0,0,0,0,0.0123,elected
통합 정비,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
특화 개발,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
해드림 센터 설치,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
행정정보 공개,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
확충 교통,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
ai 모빌리티,4,4,3,3,3,2,0.0123,0,0,0,0,0.0123,elected
ai 플랫폼,4,4,4,3,3,3,0.0123,0,0,0,0,0.0123,elected
가덕산풍력발전단지 배당금,3,3,1,3,3,1,0.0123,0,0,0,0,0.0123,elected
가처분 소득,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
강원랜드 얻는,3,3,1,3,3,1,0.0123,0,0,0,0,0.0123,elected
경관 정비,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
공공의료원 유치,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
공공형 계절근로자,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
관광 복지,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
광역 관광,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
교육 만족,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
교통 경제,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
국가대표 선수촌,3,3,2,3,3,2,0.0123,0,0,0,0,0.0123,elected
국시비 공모대응사업,3,3,1,3,3,1,0.0123,0,0,0,0,0.0123,elected
기본적 삶을,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
기준 명확화,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
농식품 물류,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
단위 사업별 집행,3,3,1,3,3,1,0.0123,0,0,0,0,0.0123,elected
대비 저렴한,3,3,2,3,3,2,0.0123,0,0,0,0,0.0123,elected
도시공사 설립,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
돌봄 진로,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
멈추지 않는,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
무료 예방접종,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
문화 벨트,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
문화 상업시설,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
미래모빌리티 산업,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
민원 안내,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
바꾸 것이다,3,3,1,3,3,1,0.0123,0,0,0,0,0.0123,elected
배당금 지난 오투리조트,3,3,1,3,3,1,0.0123,0,0,0,0,0.0123,elected
배정된 채무상환금,3,3,1,3,3,1,0.0123,0,0,0,0,0.0123,elected
복지 삶의,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
복합 체육센터,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
분산시 년간,3,3,1,3,3,1,0.0123,0,0,0,0,0.0123,elected
비전공유 구의회보고,3,3,1,3,3,1,0.0123,0,0,0,0,0.0123,elected
사업타당성 수요차,3,3,1,3,3,1,0.0123,0,0,0,0,0.0123,elected
상습 침수,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
세계유산 등재,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
신중년 사회공헌,3,3,1,3,3,1,0.0123,0,0,0,0,0.0123,elected
실증 사업화,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
심야 어린이병원,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
안전 시설,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
어르신 세대,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
얻는 폐광기금,3,3,1,3,3,1,0.0123,0,0,0,0,0.0123,elected
연구 기업,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
연륙교 건설,3,3,2,3,3,2,0.0123,0,0,0,0,0.0123,elected
오투리조트 보증,3,3,1,3,3,1,0.0123,0,0,0,0,0.0123,elected
월세 이사비,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
의사결정 시스템,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
이용 환경,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
인프라 복합,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
자발적 참여,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
장애인 보훈,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
재점검 보완,3,3,1,3,3,1,0.0123,0,0,0,0,0.0123,elected
재정지원 군과,3,3,1,3,3,1,0.0123,0,0,0,0,0.0123,elected
전기 수소차,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
전문관 제도,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
주거 보육,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
주민불편 해소,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
지역발전 新성장,3,3,1,3,3,1,0.0123,0,0,0,0,0.0123,elected
집행할 계획임,3,3,1,3,3,1,0.0123,0,0,0,0,0.0123,elected
채무 갚고자,3,3,1,3,3,1,0.0123,0,0,0,0,0.0123,elected
청년 인턴십,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
체계 구축함,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
포용적 복지,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
프로그램 신설,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
해사국제상사법원 유치,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
해사법원 유치,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
해양 ai,3,3,1,3,3,1,0.0123,0,0,0,0,0.0123,elected
핵심 산업,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
행정안전부 지방소멸대응기금 특별교부세,3,3,2,3,3,2,0.0123,0,0,0,0,0.0123,elected
환경 조성됩니다,3,3,1,3,3,1,0.0123,0,0,0,0,0.0123,elected
ai 전면,3,3,3,3,3,3,0.0123,0,0,0,0,0.0123,elected
ai 로봇,32,32,28,14,14,12,0.0576,18,18,16,0.0455,0.0121,elected
교통 허브,11,11,11,6,6,6,0.0247,5,5,5,0.0126,0.0121,elected
복지 돌봄,11,11,11,6,6,6,0.0247,5,5,5,0.0126,0.0121,elected
생활인구 유입,11,11,11,6,6,6,0.0247,5,5,5,0.0126,0.0121,elected
시너지 효과,11,11,10,6,6,6,0.0247,5,5,4,0.0126,0.0121,elected
연면적 규모,11,11,8,6,6,5,0.0247,5,5,3,0.0126,0.0121,elected
교육 실시,10,10,10,2,2,2,0.0082,8,8,8,0.0202,-0.012,non-elected
국토교통부 도시재생,10,10,10,2,2,2,0.0082,8,8,8,0.0202,-0.012,non-elected
농어민 소득,10,10,8,2,2,2,0.0082,8,8,6,0.0202,-0.012,non-elected
복지 전환,10,10,10,2,2,2,0.0082,8,8,8,0.0202,-0.012,non-elected
인력 재배치,10,10,10,2,2,2,0.0082,8,8,8,0.0202,-0.012,non-elected
주요 관광지,10,10,10,2,2,2,0.0082,8,8,8,0.0202,-0.012,non-elected
지원센터 설립,10,10,10,2,2,2,0.0082,8,8,8,0.0202,-0.012,non-elected
코스 개발,10,10,10,2,2,2,0.0082,8,8,8,0.0202,-0.012,non-elected
ai 코딩,10,10,10,2,2,2,0.0082,8,8,8,0.0202,-0.012,non-elected
의료 돌봄,31,31,31,10,10,10,0.0412,21,21,21,0.053,-0.0118,non-elected
행정 시스템,19,19,19,9,9,9,0.037,10,10,10,0.0253,0.0117,elected
ai 행정,19,19,19,9,9,9,0.037,10,10,10,0.0253,0.0117,elected
이용할 있는,23,23,21,7,7,7,0.0288,16,16,14,0.0404,-0.0116,non-elected
고물 고금리,6,6,6,4,4,4,0.0165,2,2,2,0.0051,0.0114,elected
교통 물류,6,6,6,4,4,4,0.0165,2,2,2,0.0051,0.0114,elected
국제대회 유치,6,6,6,4,4,4,0.0165,2,2,2,0.0051,0.0114,elected
기업 성장,6,6,6,4,4,4,0.0165,2,2,2,0.0051,0.0114,elected
기업 수요,6,6,6,4,4,4,0.0165,2,2,2,0.0051,0.0114,elected
다양한 프로그램,6,6,6,4,4,4,0.0165,2,2,2,0.0051,0.0114,elected
도시철 연장,6,6,6,4,4,4,0.0165,2,2,2,0.0051,0.0114,elected
로컬브랜드 육성,6,6,6,4,4,4,0.0165,2,2,2,0.0051,0.0114,elected
물류비 절감,6,6,6,4,4,4,0.0165,2,2,2,0.0051,0.0114,elected
민간 협력개발,6,6,3,4,4,1,0.0165,2,2,2,0.0051,0.0114,elected
반복 민원,6,6,6,4,4,4,0.0165,2,2,2,0.0051,0.0114,elected
복지 확충,6,6,6,4,4,4,0.0165,2,2,2,0.0051,0.0114,elected
북극항 시대,6,6,6,4,4,4,0.0165,2,2,2,0.0051,0.0114,elected
산단 기업,6,6,6,4,4,4,0.0165,2,2,2,0.0051,0.0114,elected
생애주기별 복지,6,6,6,4,4,4,0.0165,2,2,2,0.0051,0.0114,elected
생활 문화,6,6,6,4,4,4,0.0165,2,2,2,0.0051,0.0114,elected
수요 반영한,6,6,6,4,4,4,0.0165,2,2,2,0.0051,0.0114,elected
엑스포 개최,6,6,6,4,4,4,0.0165,2,2,2,0.0051,0.0114,elected
여성 장애인,6,6,6,4,4,4,0.0165,2,2,2,0.0051,0.0114,elected
워케이션 센터,6,6,6,4,4,4,0.0165,2,2,2,0.0051,0.0114,elected
인프라 바탕,6,6,6,4,4,4,0.0165,2,2,2,0.0051,0.0114,elected
있는 교육,6,6,6,4,4,4,0.0165,2,2,2,0.0051,0.0114,elected
